file,utt_id,truth,prediction,wer,variant
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk005\3214-167602-0035.wav,3214-167602-0035,AND THAT CAUSED HIS SISTER TO REFUSE MY BROTHER AND IN ALL THIS PRINCESS MARY SAW THE HAND OF PROVIDENCE THE IMPRESSION THE PRINCESS MADE ON ROSTOV WAS A VERY AGREEABLE ONE TO REMEMBER HER GAVE HIM PLEASURE," and that caused his sister to refuse my brother. And in all this, Princess Mary saw the hand of Providence. The impression the Princess made on Roostoff was a very agreeable one, to remember her gave him pleasure.",0.15789473684210525,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk005\3214-167602-0036.wav,3214-167602-0036,RALLIED HIM ON HAVING GONE TO LOOK FOR HAY AND HAVING PICKED UP ONE OF THE WEALTHIEST HEIRESSES IN RUSSIA HE GREW ANGRY IT MADE HIM ANGRY JUST BECAUSE THE IDEA OF MARRYING THE GENTLE PRINCESS MARY WHO WAS ATTRACTIVE TO HIM, Rallyed him on having gone to look for hay and having picked up one of the wealthiest erasas in Russia. He grew angry. It made him angry just because the idea of marrying the gentle princess Mary who was attractive to him.,0.11904761904761904,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk005\3214-167602-0037.wav,3214-167602-0037,AND HAD AN ENORMOUS FORTUNE HAD AGAINST HIS WILL MORE THAN ONCE ENTERED HIS HEAD FOR HIMSELF PERSONALLY NICHOLAS COULD NOT WISH FOR A BETTER WIFE BY MARRYING HER HE WOULD MAKE THE COUNTESS HIS MOTHER HAPPY WOULD BE ABLE TO PUT HIS FATHER'S AFFAIRS IN ORDER," and how to need Normus Fortune had against his will more than one centred his head. For himself personally, Nicholas could not wish for a better wife. By marrying her, he would make the countess his mother happy. Would be able to put his fathers a fairs in order.",0.3191489361702128,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0000.wav,4898-20016-0000,HASTENING TO BEGIN HIS WORK THE TOWN IS AN OLD FASHIONED ONE AND ALTHOUGH THE OBSERVANCE OF THE ANCIENT CHURCH FESTIVAL IS NO LONGER FROWNED UPON AS IN YEARS PAST YET IT HAS BEEN LITTLE REGARDED," hastening to begin his work. The town is an old-fashioned one, and although the observance of the ancient church festival is no longer frowned upon as in years past, yet it has been little regarded.",0.16666666666666666,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0001.wav,4898-20016-0001,ESPECIALLY IN THE CHURCH OF WHICH NATHAN IS A MEMBER AS THE SADDLER MOUNTED THE STEPS OF HIS SHOP HE FELT THE BLOOD SO RUSH ALONG HIS LIMBS AND TINGLE IN HIS FINGERS," especially in the church of which Nathan is a member. As the Sadler mounted the steps of his shop, he felt the blood so rushed along his limbs and tingle in his fingers.",0.15151515151515152,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0002.wav,4898-20016-0002,THAT HE COULD NOT FORBEAR STANDING WITHOUT THE DOOR FOR A MOMENT AS IF TO ENJOY THE TRIUMPH OF THE WARMTH WITHIN HIM OVER THE COLD MORNING AIR THE LITTLE STONE CHURCH," that he could not forbear standing without the door for a moment, as if to enjoy the triumph of the warmth within him over the cold morning air. The little stone church.",0.09375,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0003.wav,4898-20016-0003,WHICH NATHAN ATTENDS STANDS IN THE SAME SQUARE WITH HIS SHOP AND NEARLY OPPOSITE IT WAS CLOSED AS USUAL ON CHRISTMAS DAY AND A RECENT SNOW HAD HEAPED THE STEPS AND ROOF AND LOADED THE WINDOWS, which Nathan attends stands in the same square with his shop and nearly opposite. It was closed as usual on Christmas Day and a recent snow had heaped the steps and roof and loaded the windows.,0.05555555555555555,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0004.wav,4898-20016-0004,NATHAN THOUGHT THAT IT LOOKED UNCOMMONLY BEAUTIFUL IN THE SOFTENING TWILIGHT OF THE MORNING WHILE NATHAN STOOD MUSING WITH HIS EYES FIXED UPON THE CHURCH," Nathan thought that it looked uncomminely beautiful in the softening twilight of the morning. While Nathan stood musing with his eyes fixed upon the church,",0.12,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0005.wav,4898-20016-0005,ALTHOUGH A GOOD DEAL STOOPING WITH LONG STRAIGHT AND VERY WHITE HAIR FALLING OVER HIS SHOULDERS WHICH WAS THE MORE CONSPICUOUS FROM THE BLACK VELVET CAP AS IT APPEARED THAT HE WORE," Although a good deal is stupid with long straight and very white hair falling over his shoulders, which was the more conspicuous from the black velvet cap as it appeared that he wore.",0.125,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0006.wav,4898-20016-0006,AS TO WHO THE STRANGER COULD BE WHEN HE BEHELD HIM TURN IN BETWEEN THE POSTS BY THE PATH THAT LEADS TO THE CHURCH TREAD LIGHTLY OVER THE SNOW AND UP THE STEPS AND KNOCK HASTILY AND VIGOROUSLY AT THE CHURCH DOOR," as to who the stranger could be when he be held him turn in between the posts by the path that leads to the church. Tread lightly over the snow and up the steps, and knock hastily and vigorously at the church door.",0.11904761904761904,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0007.wav,4898-20016-0007,BUT HALF RECOVERED FROM HIS WONDER HE WAS JUST RAISING HIS VOICE TO UTTER A REMONSTRANCE WHEN TO HIS SEVENFOLD AMAZEMENT THE DOOR WAS OPENED TO THE KNOCK AND THE OLD MAN DISAPPEARED WITHIN," But half recovered from his wonder, he was just raising his voice to utter a remonstrance, when two his seven fold amazement the door was opened to the knock, and the old man disappeared within.",0.20588235294117646,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0008.wav,4898-20016-0008,IT WAS NOT WITHOUT A CREEPING FEELING OF AWE MINGLED WITH HIS ASTONISHMENT THAT NATHAN GAZED UPON THE DOOR THROUGH WHICH THIS SILENT FIGURE HAD VANISHED BUT HE WAS NOT EASILY TO BE DAUNTED, It was not without a creeping feeling of awe mingled with his astonishment that Nathan gazed upon the door through which this silent figure had vanished. But he was not easily to be dunted.,0.058823529411764705,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0009.wav,4898-20016-0009,HE DID NOT CARE TO FOLLOW THE STEPS OF THE STRANGER INTO THE CHURCH BUT HE REMEMBERED A SHED SO PLACED AGAINST THE BUILDING NEAR THE FARTHER END THAT HE HAD OFTEN WHEN A CHILD AT SOME PERIL INDEED CLIMBED UPON ITS TOP," He did not care to follow the steps of the stranger into the church, but he remembered a shed so placed against the building near the farther end that he had often went a child at some peril indeed climbed upon its top.",0.06976744186046512,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0010.wav,4898-20016-0010,AND LOOKED INTO THE CHURCH THROUGH A LITTLE WINDOW AT ONE SIDE OF THE PULPIT FOR THIS HE STARTED BUT HE DID NOT FAIL TO RUN ACROSS THE SQUARE AND LEAP OVER THE CHURCH GATE AT THE TOP OF HIS SPEED," and looked into the church through a little window at one side of the pulpit. For this he started, but he did not fail to run across the square and leap over the church gate at the top of his speed.",0.07317073170731707,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0011.wav,4898-20016-0011,IN ORDER TO GATHER WARMTH AND COURAGE FOR THE ATTEMPT WHEN NATHAN STODDARD CLIMBED UPON THE OLD SHED AND PRESSED HIS FACE AGAINST THE GLASS OF THE LITTLE CHURCH WINDOW HE HAD AT FIRST ONLY A CONFUSED IMPRESSION," in order to gather warmth and courage for the attempt. When Nathan started climbed upon the old shed and pressed his face against the glass of the little church window, he had at first only a confused impression.",0.10526315789473684,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0012.wav,4898-20016-0012,AS HE GLARED THROUGH THE DARKNESS INTO THE OLD KIRK OF ALLOWAY THE GREAT CHANDELIER OF THE CHURCH WAS PARTLY LIGHTED AND THERE WERE BESIDES MANY CANDLES AND LANTERNS BURNING IN DIFFERENT PARTS OF THE ROOM," as he glared through the darkness into the old Kirk of Alloway. The great chandelier of the church was partly lighted, and there were besides many candles and lanterns burning in different parts of the room.",0.08333333333333333,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0013.wav,4898-20016-0013,WHO WERE DRESSED IN BREECHES AND RUFFLED SHIRTS AND HOOPED PETTICOATS AND TOWERING HEAD DRESSES SUCH AS HE HAD ONLY SEEN IN OLD PICTURES THEY WERE MOUNTED UPON BENCHES AND LADDERS, who were dressed in breaches and ruffled shirts and hooped petty coats and towering headdresses such as he had only seen in old pictures. They were mounted upon benches and ladders.,0.22580645161290322,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0014.wav,4898-20016-0014,AND BOARDS LAID ALONG THE TOPS OF THE PEWS AND WERE APPARENTLY JUST COMPLETING THE DECORATION OF THE CHURCH WHICH WAS ALREADY DRESSED WITH GREEN WITH LITTLE TREES IN THE CORNERS AND WITH GREEN LETTERS UPON THE WALLS," and boards laid along the tops of the pews, and were apparently just completing the decoration of the church, which was already dressed with green, with little trees and the corners. And with green letters upon the walls.",0.15789473684210525,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0015.wav,4898-20016-0015,THE WHOLE PARTY APPEARED FULL OF LIFE AND CHEERFULNESS WHILE THE OLD MAN WHOM NATHAN HAD SEEN ENTER STOOD NEAR THE DOOR LOOKING QUIETLY ON WITH A LITTLE GIRL HOLDING HIS HAND," The whole party appeared full of life and cheerfulness, while the old man whom Nathan had seen enters stood near the door, looking quietly on with a little girl holding his hand.",0.125,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0016.wav,4898-20016-0016,IT WAS NOT UNTIL NATHAN STODDARD HAD LOOKED FOR SOME LITTLE TIME UPON THIS SPECTACLE THAT HE BEGAN TO FEEL THAT HE WAS WITNESS OF ANY THING MORE THAN NATURAL THE WHOLE PARTY HAD SO HOME LIKE AN AIR, It was not until Nathan's stoddard had looked for some little time upon this spectacle that he began to feel that he was witness of anything more than natural. The whole party had so-home-like and air.,0.23076923076923078,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0017.wav,4898-20016-0017,THE MORE HE WAS FILLED FOR ALL THEIR APPEARANCE OF YOUTH AND THEIR SIMPLE MANNERS WITH A STRANGE SORT OF VENERATION THE SWEET AND CHEERFUL FACES OF THE YOUNG WOMEN SEEMED TO GROW AWFULLY CALM," The more he was filled for all their parents of youth and their simple manners, with a strange sort of veneration. The sweet and cheerful faces of the young women seem to grow awfully calm.",0.14285714285714285,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0018.wav,4898-20016-0018,AND BEAUTIFUL AS THEY BROUGHT THEIR TASK TO A CLOSE AND THEIR FOREHEADS WITH THE HAIR BROUGHT BACK IN THE OLD FASHIONED WAY TO BECOME MORE AND MORE SERENE AND HIGH THERE WAS A STRANGE BEAUTY TOO," and beautiful as they brought their task to a close. And their foreheads, with the hair brought back in the old fashioned way, to become more and more serene and high. There was a strange beauty too.",0.13513513513513514,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0019.wav,4898-20016-0019,ABOUT THE OLD MAN'S FACE HE APPEARED TO NATHAN AS IF HE FELT THAT THE GROUP BEFORE HIM ONLY WAITED HIS COMMAND TO FADE AWAY IN THE MORNING LIGHT THAT STRUGGLED AMONG THE CANDLES BUT HE COULD NOT BEAR TO GIVE THE WORD, about the old man's face. He appeared to Nathan as if he felt that the group before him only waited his command to fade away in the morning light that struggled among the candles. But he could not bear to give the word.,0.06976744186046512,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0020.wav,4898-20016-0020,AND SO THEY KEPT PLAYING WITH THE FESTOONS AND STEPPING ABOUT THE PEWS TO PLEASE HIM NATHAN FELT A COLD THRILL PARTLY FROM PLEASURE AND PARTLY FROM AWE RUNNING UP HIS BACK AND A STRONG PAIN ACROSS HIS FOREHEAD," and so they kept playing with the festoons and stepping about the pews to please him. Nathan felt a cold thrill partly from pleasure and partly from awe, running up his back, and a strong pain across his forehead.",0.10256410256410256,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0021.wav,4898-20016-0021,UNTIL HE FELT THAT HE WAS NEAR SWOONING AND LIKE TO FALL AND HE CLUNG DESPERATELY TO HIS HOLD WHEN THE FIT WAS OVER HE DARED VENTURE NO MORE BUT HASTENED TO THE GROUND," until he felt that he was near-swooning and liked to fall. And he clung desperately to his hold. When the fit was over, he dared venture no more, but hastened to the ground.",0.23529411764705882,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0022.wav,4898-20016-0022,THAT LED NATHAN STODDARD TO KEEP SECRET WHAT HE HAD WITNESSED BUT IT WAS LIKE SOME DEEP AND HOLY EXPERIENCE, that had led Nathan started to keep secret what he had witnessed. But it was like some deep and wholly experienced.,0.25,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0023.wav,4898-20016-0023,SO HE WENT BACK TO HIS SHOP AND SAT LOOKING UPON THE CHURCH AND WATCHING ALMOST WITH DREAD THE DOVES THAT LIGHTED UPON ITS ROOF AND FLUTTERED ABOUT AND BEAT THEIR WINGS AGAINST ITS WINDOWS, So he went back to his shop and sat looking upon the church and watching almost with dread. The doves that lighted upon its roof and flooded about and beat their wings against its windows.,0.08571428571428572,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0024.wav,4898-20016-0024,THE MINISTER OF NATHAN'S PARISH WAS A YOUNG MAN BY THE NAME OF DUDLEY AND IT SO HAPPENED THAT HE HAD DRIVEN OUT BEFORE LIGHT ON THE MORNING WE HAVE SPOKEN OF TO VISIT A SICK MAN AT SOME DISTANCE," The minister of Nathan's parish was a young man by the name of Dudley, and it so happened that he had driven out before light on the morning we have spoken of to visit a sick man at some distance.",0.05,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0025.wav,4898-20016-0025,IN RETURNING HOME HE HAD TO PASS ALONG THE RATHER UNFREQUENTED STREET WHICH RUNS IN THE REAR OF HIS CHURCH AND CLOSE TO IT AS HE WAS DRIVING RAPIDLY ALONG HIS EAR CAUGHT WHAT SEEMED THE PEAL OF AN ORGAN," In returning home, he had to pass along the rather unfrequented street, which runs in the rear of his church and close to it. As he was driving rapidly along, his ear caught what seemed the peel of an organ.",0.15,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0026.wav,4898-20016-0026,HE STOPPED HIS HORSE TO LISTEN, He stopped his horse to listen.,0.16666666666666666,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0027.wav,4898-20016-0027,AND DROVE ROUND INTO THE SQUARE TO THE SHOP OF NATHAN STODDARD THERE IS MUSIC TO DAY IN OUR CHURCH NATHAN HE CRIED TO THE YOUNG SADDLER WHAT CAN IT MEAN BUT NATHAN ANSWERED NOT A WORD HE CAUGHT THE HORSE BY THE HEAD," and drove round into the square to the shop of Nathan's stoddard. There is music today in our church Nathan, he cried to the young Sadler, what can it mean? But Nathan answered not a word. He caught the horse by the head.",0.20454545454545456,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0028.wav,4898-20016-0028,AND FASTENED HIM TO A POST BEFORE THE DOOR THEN STEPPING TO THE SIDE OF THE SLEIGH HE SAID TO MISTER DUDLEY COME WITH ME SIR MISTER DUDLEY LOOKED UPON THE PALE FACE AND TREMBLING LIPS OF HIS PARISHIONER," and fastened him to a post before the door. Then stepping to the side of the slay, he said to Mr. Dudley, come with me, sir. Mr. Dudley looked upon the pale face and trembling lips of his parishioner.",0.20512820512820512,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0029.wav,4898-20016-0029,AND FOLLOWED IN SILENCE NATHAN SPRANG UPON THE SHED AT THE SIDE OF THE CHURCH AND SCRAMBLED UP TO THE LITTLE WINDOW MISTER DUDLEY FOLLOWED AND WITH NATHAN'S HELP GAINED THE SAME PRECARIOUS FOOTHOLD LOOK IN SIR, and followed in silence. Nathan spraying upon the shed at the side of the church and scrambled up to the little window. Mr. Dudley followed and with Nathan's help gained the same precarious foothold. Look inside.,0.1891891891891892,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0030.wav,4898-20016-0030,SAID NATHAN NOT VENTURING A GLANCE HIMSELF MISTER DUDLEY LOOKED AND HAD NOT NATHAN'S ARM BEEN ABOUT HIS BODY HE WOULD HAVE LOST HIS HOLD IN SHEER AMAZEMENT THE BUILDING WAS CROWDED AS HE HAD NEVER KNOWN IT BEFORE, said Nathan not venturing a glance himself. Mr Dudley looked and had not Nathan's arm been about his body he would have lost his hold and sheer amazement. The building was crowded as he had never known it before.,0.1282051282051282,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0031.wav,4898-20016-0031,AND CROWDED WITH PEOPLE WHOM HIS EYE VERSED IN THE DRESS AND MANNERS OF OUR FOREFATHERS RECOGNIZED AS THE CHURCH GOERS OF A CENTURY AND A HALF AGO THE SINGERS GALLERY WAS FILLED BY A CHOIR OF GIRLS AND BOYS," And crowded with people whom his eye versed in the dress and manners of our forefathers, recognized as the churchgoers of a century and a half ago. The singer's gallery was filled by a choir of girls and boys.",0.15,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0032.wav,4898-20016-0032,IT WAS SAID TO BE A PORTRAIT OF A MINISTER IN THE TOWN WHO LIVED IN THE LAST CENTURY AND IS STILL REMEMBERED FOR HIS VIRTUES THE SIGHT OF THIS OLD MAN'S FACE COMPLETELY STILLED THE AGITATION OF THE YOUNG MINISTER, It was said to be a portrait of a minister in the town who lived in the last century and still remembered for his virtues. The sight of this old man's face completely still the agitation of the young minister.,0.0975609756097561,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0033.wav,4898-20016-0033,HE WAS LEANING OVER THE GREAT BIBLE WITH HIS HANDS FOLDED UPON IT AND HIS EYES SEEMINGLY FILLED WITH TEARS OF PLEASURE AND GRATITUDE AND BENT UPON THE CHOIR MISTER DUDLEY LISTENED INTENTLY," He was leaning over the great Bible with his hands folded upon it, and his eyes seemingly filled with tears of pleasure and gratitude, and bent upon the choir. Mr. Dudley listened intently.",0.15151515151515152,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0034.wav,4898-20016-0034,BY THIS TIME THE SOUND OF A GATHERING CROWD BELOW WHICH HE HAD NOT HEEDED AT FIRST WAS FORCED MORE AND MORE UPON HIS NOTICE AND THE ANXIOUS VOICE OF HIS OLDEST DEACON CALLING MISTER DUDLEY MISTER DUDLEY," By this time the sound of a gathering crowd below which he had not heated at first was forced more and more upon his notice. And the anxious voice of his oldest deacon calling, Mr. Dudley, Mr. Dudley.",0.18421052631578946,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0035.wav,4898-20016-0035,ROSE HIGH AND LOUD WHILE A GREAT THUNDERING AT THE FRONT DOOR OF THE CHURCH ANNOUNCED THAT THE PEOPLE BELOW HAD ALSO CAUGHT THE SOUND OF THE MUSIC AND WERE CLAMOROUS FOR ADMISSION," Rose-high and loud, while the great Thundering had the front door of the church announced that the people below had also caught the sound of the music and were clamorous for admission.",0.18181818181818182,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0036.wav,4898-20016-0036,MISTER DUDLEY HASTENED ROUND TO PREVENT THEIR CAUSING ANY DISTURBANCE TO THE CONGREGATION WITHIN BUT HE CAME ONLY IN TIME TO SEE THE DOOR BURST OPEN AND TO BE BORNE IN WITH THE CROWD ALL GAZED ABOUT IN WONDER," Mr. Dudley hastened round to prevent their causing any disturbance to the congregation within, but he came only in time to see the door burst open and to be born in with the crowd. All gazed about and wonder.",0.15384615384615385,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0037.wav,4898-20016-0037,HAD BEEN FAIRLY DRESSED FOR CHRISTMAS BY SPIRIT HANDS WHEN MISTER DUDLEY REACHED HIS HOME AFTER THE WONDER HAD IN PART SPENT ITSELF HE FOUND THAT AN ENORMOUS CHRISTMAS PIE," had been fairly dressed for Christmas by spirit hands. When Mr. Dudley reached his home, after the wonder had in part spent itself, he found that an enormous Christmas pie.",0.16666666666666666,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0038.wav,4898-20016-0038,HAD BEEN LEFT AT HIS DOOR BY A WHITE HAIRED OLD MAN DRESSED IN BLACK ABOUT SIX IN THE MORNING JUST AFTER HE HAD GONE TO VISIT HIS SICK PARISHIONER THE GIRL WHO RECEIVED IT REPORTED THE OLD MAN AS SAYING," had been left at his door by a white-haired old man dressed in black, about six in the morning. Just after he had gone to visit his sick parishioner, the girl who received it reported the old man is saying,",0.17073170731707318,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0039.wav,4898-20016-0039,IN A TREMULOUS BUT VERY KIND VOICE GIVE YOUR MASTER THE CHRISTMAS BLESSING OF AN OLD PURITAN MINISTER HOW THE MEANING OF THIS MESSAGE WOULD HAVE BEEN KNOWN TO MISTER DUDLEY HAD NOT THE EVENTS WE HAVE TOLD DISCLOSED IT, in a tremulous but very kind voice. Give your master the Christmas blessing of an old Puritan minister. How the meaning of this message would have been known to Mr. Dudley had not the events we have told disclosed it.,0.1,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0040.wav,4898-20016-0040,AND THAT HE AVOWS THE INTENTION OF OBSERVING THE CHRISTMAS OF THE FOLLOWING YEAR WITH PUBLIC SERVICES UNLESS INDEED HE SHOULD BE ANTICIPATED BY HIS ANCIENT PREDECESSOR, and that he avows the intention of observing the Christmas of the following year with public services. Unless indeed he should be anticipated by his ancient predecessor.,0.07407407407407407,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0000.wav,6454-93938-0000,WHAT SEEMED AT THE MOMENT AN INCOMPREHENSIBLE PUZZLE HAD AS WE AFTERWARDS LEARNED A VERY SIMPLE EXPLANATION ONE OF THE G S DIRECTORS MISTER BALDWIN WHO HAD COME IN ON MISTER CAMP'S CAR," What seemed at the moment, and incomprehensible puzzle, had as we afterwards learned, a very simple explanation. One of the G.S. directors, Mr. Baldwin, who had come in on Mr. Camp's car,",0.36363636363636365,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0001.wav,6454-93938-0001,SEEING THROUGH THE DEVICE THE PARTY HAD AT ONCE GONE TO THIS RANCH WHERE THE OWNER BALDWIN MOUNTED THEM AND IT WAS THEIR DUST CLOUD WE HAD SEEN AS THEY RODE UP TO ASH FORKS," Seeing through the device, the party had at once gone to this ranch where the owner, Baldwin, mounted them and it was their dust cloud we had seen as they rode up to ash forks.",0.11428571428571428,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0002.wav,6454-93938-0002,TO MAKE MATTERS MORE SERIOUS BALDWIN HAD ROUNDED UP HIS COWBOYS AND BROUGHT THEM ALONG WITH HIM IN ORDER TO MAKE ANY RESISTANCE IMPOSSIBLE I MADE NO OBJECTION TO THE SHERIFF SERVING THE PAPER," To make matters more serious, Baldwin had rounded up his cowboys and brought them along with him in order to make any resistance impossible. I made no objection to the share of serving the paper.",0.14705882352941177,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0003.wav,6454-93938-0003,AND THE STARS IN THEIR COURSES ARE AGAINST SISERA WITH THE SHERIFF AND MISTER CAMP I THEN WALKED OVER TO THE SALOON WHERE JUDGE WILSON WAS WAITING TO DISPOSE OF MY CASE," and the stars in their courses are against Cicera. With the sheriff and Mr. Camp, I then walked over to the Saloon, where Judge Wilson was waiting to dispose of my case.",0.15625,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0004.wav,6454-93938-0004,AND ANSWERED THAT I ASKED AN ADJOURNMENT OF THE CASE SO THAT I MIGHT BE HEARD BY COUNSEL IT WAS DENIED AS WAS TO HAVE BEEN EXPECTED INDEED WHY THEY TOOK THE TROUBLE TO GO THROUGH THE FORMS WAS BEYOND ME," and answered that I asked an adjournment of the case so that I might be heard by Council. It was denied as was to have been expected, indeed why they took the trouble to go through the forms was beyond me.",0.07317073170731707,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0005.wav,6454-93938-0005,I TOLD WILSON I SHOULD NOT PRODUCE THE LETTERS AND HE ASKED IF I KNEW WHAT THAT MEANT I COULDN'T HELP LAUGHING AND RETORTING IT VERY APPROPRIATELY MEANS CONTEMPT OF THE COURT YOUR HONOR," I told Wilson I should not produce the letters and he asked if I knew what that meant. I couldn't help laughing and retorting. It very appropriately means contempt of the court, your honor.",0.11764705882352941,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0006.wav,6454-93938-0006,SEEING THAT I UNDERSTOOD THE MOVES TOO WELL TO BE BLUFFED THE JUDGE MISTER CAMP AND THE LAWYER HELD A WHISPERED CONSULTATION MY SURPRISE CAN BE IMAGINED WHEN AT ITS CONCLUSION MISTER CAMP SAID," Seeing that I understood the moves too well to be bluffed, the judge, Mr. Camp and the lawyer held a whispered consultation. My surprise can be imagined when, at its conclusion, Mr. Camp said,",0.23529411764705882,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0007.wav,6454-93938-0007,ON THE NIGHT OF OCTOBER FOURTEENTH AND ASK THAT HE BE TAKEN INTO CUSTODY ON THAT CHARGE I COULDN'T MAKE OUT THIS NEW MOVE AND PUZZLED OVER IT WHILE JUDGE WILSON ORDERED MY COMMITMENT, on the night of October 14 and ask that he be taken into custody on that charge. I couldn't make out this new move and puzzled over it while Judge Wilson ordered my commitment.,0.08823529411764706,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0008.wav,6454-93938-0008,BUT THE NEXT STEP REVEALED THE OBJECT FOR THE LAWYER THEN ASKED FOR A SEARCH WARRANT TO LOOK FOR STOLEN PROPERTY THE JUDGE WAS EQUALLY OBLIGING AND BEGAN TO FILL ONE OUT ON THE INSTANT, But the next step reveal the object for the lawyer then asked for a search warrant to look for stolen property. The judge was equally obliging and began to fill one out on the instant.,0.08571428571428572,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0009.wav,6454-93938-0009,THIS MADE ME FEEL PRETTY SERIOUS FOR THE LETTERS WERE IN MY BREAST POCKET AND I SWORE AT MY OWN STUPIDITY IN NOT HAVING PUT THEM IN THE STATION SAFE WHEN I HAD FIRST ARRIVED AT ASH FORKS, This made me feel pretty serious for the letters were in my breast pocket and I swore at my own stupidity in not having put them in the station safe when I had first arrived at Ash Forks.,0.02631578947368421,original
