utt_id,text,audio_file
1116-137572-0047,BUT WITHOUT THE LARGER ADJUSTMENT THE PARTIAL ADJUSTMENT CANNOT BE MADE IN ANY FUNDAMENTAL AND ENDURING FORM IN THE SEX LIFE IN MARRIAGE AS IN OTHER PARTS OF THE ASSOCIATION EACH PARTNER WINS BY CONSIDERING THE OTHER BEFORE THE SELF,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk004\1116-137572-0047.wav
4397-15666-0016,EVEN ROSES AND LILIES IN GARDENS MOST LOVED ARE TAINTED WITH A THOUSAND IMPURITIES AS SOON AS THEY UNFOLD I HEARD BRIGHAM YOUNG IN THE TABERNACLE THE OTHER DAY WARNING HIS PEOPLE THAT IF THEY DID NOT MEND THEIR MANNERS ANGELS WOULD NOT COME INTO THEIR HOUSES,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0016.wav
1246-124550-0007,WHERE EVERY HOUSE WAS OPEN TO VIEW WHERE EVERY PERSON WAS BUT TOO EASY TO MEET WHERE THERE WERE NO SECRET GATES OPENING UPON MOORS OVER WHICH ONE MIGHT WALK BY MOSS DEADENED PATHS TO STRANGE HIGH ADVENTURES IN AN ANCIENT GARDEN,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk003\1246-124550-0007.wav
4898-20016-0021,UNTIL HE FELT THAT HE WAS NEAR SWOONING AND LIKE TO FALL AND HE CLUNG DESPERATELY TO HIS HOLD WHEN THE FIT WAS OVER HE DARED VENTURE NO MORE BUT HASTENED TO THE GROUND,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0021.wav
2007-132570-0014,BUT IT IS EXPECTED BACK TO NIGHT OR TO MORROW AND I SHALL KNOW THEN PERHAPS EMILY ENQUIRED IF SHE HAD EVER HEARD THE SERVANTS TALK OF PRISONERS AH MA'AMSELLE SAID ANNETTE ARCHLY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk014\2007-132570-0014.wav
125-121342-0014,LEAVING HARD BROWN DEPOSITS IN THE BOWL IT WAS NOT SO BAD WHERE THERE WERE ONLY MEN OR ELSE ONLY WOMEN IT WAS WHEN THEY WERE VILELY HERDED THAT IT ALL SEEMED SO ROTTEN IT WAS SOME SHAME THAT WOMEN GAVE OFF AT HAVING MEN SEE THEM TIRED AND POOR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk017\125-121342-0014.wav
4397-15666-0014,THE CRYSTAL FLAKES FALLING IN THE FOUL STREETS WAS A PITIFUL SIGHT NOTWITHSTANDING THE VAUNTED REFINING INFLUENCES OF TOWNS PURITY OF ALL KINDS PURE HEARTS PURE STREAMS PURE SNOW,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0014.wav
4088-158077-0083,AND NEVER BROUGHT TO TRIAL THE FOLLOWING DAY JUNE TWENTY THIRD MORE ARRESTS WERE MADE TWO WOMEN AT THE WHITE HOUSE TWO AT THE CAPITOL ALL CARRIED BANNERS WITH THE SAME WORDS OF THE PRESIDENT THERE WAS NO HESITATION THIS TIME THEY WERE PROMPTLY ARRESTED FOR OBSTRUCTING THE TRAFFIC,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk015\4088-158077-0083.wav
5789-70653-0020,IS IT THE FACT THAT YOUR RELATIONS WITH YOUR LATE HUSBAND HAD NOT BEEN FOR SOME TIME PAST RELATIONS OF MUTUAL AFFECTION AND CONFIDENCE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk012\5789-70653-0020.wav
298-126791-0031,THE COLOR OF FRANCES CHANGED AS THE VEHICLE GRADUALLY DREW NEARER AND WHEN SHE WAS ENABLED TO SEE A FEMALE FORM IN IT BY THE SIDE OF A BLACK IN LIVERY HER LIMBS SHOOK WITH AN AGITATION THAT COMPELLED HER TO LEAN ON SARAH FOR SUPPORT IN A FEW MINUTES THE TRAVELERS APPROACHED THE GATE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk008\298-126791-0031.wav
5778-54535-0006,SHE USED TO SAY ON SATURDAY AFTERNOONS COME BOYS EMPTY YOUR POCKETS AND GATHER UP YOUR TOYS WE WILL PUT THE KNIVES AND MARBLES AWAY AND GET READY FOR SUNDAY ALL DAY SUNDAY THEY WERE NOT ALLOWED TO READ ANY BOOK BUT THE BIBLE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0006.wav
125-121342-0027,NO I AM MERELY AFRAID OF BEING POOR QUESTION VERY AFRAID,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk017\125-121342-0027.wav
125-121342-0016,AND DANGER IT WAS AN ATMOSPHERE WHEREIN BIRTH AND MARRIAGE AND DEATH WERE LOATHSOME SECRET THINGS HE REMEMBERED ONE DAY IN THE SUBWAY WHEN A DELIVERY BOY HAD BROUGHT IN A GREAT FUNERAL WREATH OF FRESH FLOWERS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk017\125-121342-0016.wav
298-126791-0028,A BROTHER WOUNDED AND A PRISONER AND PERHAPS A VICTIM YOUR FATHER DISTRESSED HIS PRIVACY INTERRUPTED AND NOT IMPROBABLY HIS ESTATES TORN FROM HIM ON ACCOUNT OF HIS LOYALTY TO HIS KING FRANCES CONTINUED HER WALK IN SILENCE WHILE FACING THE NORTHERN ENTRANCE TO THE VALE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk008\298-126791-0028.wav
3214-167602-0022,WAS STANDING IN THE YARD DIRECTING THE MEN DON'T PUT IT IN SO CARELESSLY SAID ONE OF THE PEASANTS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk005\3214-167602-0022.wav
4267-287369-0002,TOGETHER WITH THE ANTICS OF THE THING IN WHITE LAST NIGHT SHOWS THAT THEY ARE AWARE OF OUR PRESENCE HERE AND PERHAPS KNOW WHO WE ARE WE WILL HAVE TO BE ON OUR GUARD DO YOU THINK THAT FELLOW MUNSON,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk010\4267-287369-0002.wav
83-9960-0034,TO HOLLOW OUT THESE PLATES WITHOUT AFFECTING THE COINAGE STAMP AND TO MAKE A FURROW ON THE EDGE OF THE SOU IN SUCH A MANNER THAT THE PLATES WILL ADHERE AGAIN THIS CAN BE SCREWED TOGETHER AND UNSCREWED AT WILL IT IS A BOX,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk009\83-9960-0034.wav
1116-137572-0044,ALWAYS IT IS THE UNTURNED PAGE THE HOLDS THE ANSWER TO THE QUESTION HOW GOES IT WITH THIS MARRIAGE THE PRESENT IS USEFUL ONLY AS A FOUNDATION STONE FOR THE FUTURE WHICH IS BEING BUILT UP OUT OF MANY FLEETING PRESENT MOMENTS EACH QUICKLY LOST IN THE PAST,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk004\1116-137572-0044.wav
5789-70653-0017,AND I SUPPOSED HIM TO BE STILL THERE HE ALWAYS NEEDED A GREAT DEAL OF SLEEP HE SOMETIMES SLEPT UNTIL QUITE LATE IN THE MORNING I HAD BREAKFAST IN MY SITTING ROOM IT WAS ABOUT TEN WHEN I HEARD THAT MY HUSBAND'S BODY HAD BEEN FOUND,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk012\5789-70653-0017.wav
5652-19215-0030,IT IGNORES THE NOBLE IN EVERYTHING IT IS CLEAN SHAVEN YOUR THIRD ESTATE IS INSIPID COLORLESS ODORLESS AND SHAPELESS THE DREAMS OF YOUR BOURGEOIS WHO SET UP AS THEY EXPRESS IT A PRETTY BOUDOIR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk013\5652-19215-0030.wav
4267-287369-0025,AT TIMES IT WOULD BE ONLY DIMLY VISIBLE IN THE BLACKNESS THEN SUDDENLY IT WOULD STAND OUT IN BOLD RELIEF AS A GREAT FLASH OF FIRE SPLIT THE CLOUDS THE THUNDER MEANWHILE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk010\4267-287369-0025.wav
4397-15666-0017,THOUGH PERCHANCE THEY MIGHT BE SAUNTERING BY WITH LITTLE ELSE TO DO THAN CHAT WITH THEM POSSIBLY THERE MAY BE SALT LAKE FAMILIES SUFFICIENTLY PURE FOR ANGEL SOCIETY BUT I WAS NOT PLEASED WITH THE RECEPTION THEY GAVE THE SMALL SNOW ANGELS THAT GOD SENT AMONG THEM THE OTHER NIGHT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0017.wav
4088-158077-0071,CAN BE CHANGED IN THE TWINKLING OF AN EYE THE RESPONSIBILITY FOR OUR PROTEST IS THEREFORE WITH THE ADMINISTRATION AND NOT WITH THE WOMEN OF AMERICA IF THE LACK OF DEMOCRACY AT HOME WEAKENS THE ADMINISTRATION,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk015\4088-158077-0071.wav
2007-132570-0035,AND SAYING WHAT A FINE THING IT WAS FOR HIS EXCELLENZA TO CATCH UP MEN AND THEY WERE AS GOOD BOOTY AS ANY OTHER BECAUSE OF THE RANSOMS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk014\2007-132570-0035.wav
6454-93938-0016,I GAVE TWO OF THE PONIES SLAPS WHICH STARTED THEM OFF AT A LOPE ACROSS THE RAILROAD TRACKS I SWUNG MYSELF INTO THE SADDLE OF THE THIRD AND FLICKED HIM WITH THE LOOSE ENDS OF THE BRIDLE IN A WAY WHICH MADE HIM UNDERSTAND THAT I MEANT BUSINESS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0016.wav
4088-158077-0057,THEY HAD TO FACE A POSSIBLE CHARGE OF INCONSISTENCY INSINCERITY OR BAD FAITH THE FREEDOM OF IRELAND FOR EXAMPLE WAS NOT IN THE PROGRAM,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk015\4088-158077-0057.wav
2007-132570-0018,YOUR REGARD FOR HIM CANNOT BE DOUBTED SAID EMILY SINCE YOU WISH TO SEE HIM A PRISONER WHY NO MA'AMSELLE NOT A PRISONER EITHER BUT ONE MUST BE GLAD TO SEE HIM YOU KNOW AND IT WAS ONLY THE OTHER NIGHT I DREAMT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk014\2007-132570-0018.wav
83-9960-0037,THEY ALSO FOUND A TINY SAW OF BLUE STEEL WHICH WOULD FIT THE SOU IT IS PROBABLE THAT THE PRISONER HAD THIS SOU PIECE ON HIS PERSON AT THE MOMENT WHEN THE RUFFIANS SEARCHED HIM THAT HE CONTRIVED TO CONCEAL IT IN HIS HAND,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk009\83-9960-0037.wav
5652-19215-0034,GIVE ME PERMISSION TO SPEAK I SAY NO EVIL OF THE PEOPLE AS YOU SEE I AM ALWAYS HARPING ON YOUR PEOPLE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk013\5652-19215-0034.wav
125-121342-0044,UNCLE HAD ONLY PAID HUNDRED A MONTH FOR WHOLE GREAT BIG HOUSE IN MINNEAPOLIS QUESTION WERE THE STAIRS ON THE LEFT OR RIGHT AS YOU CAME IN ANYWAY IN TWELVE UNIVEE THEY WERE STRAIGHT BACK AND TO THE LEFT WHAT A DIRTY RIVER,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk017\125-121342-0044.wav
2007-132570-0021,ALL THE WORLD COULD NOT PERSUADE ME OUT OF THEM ROBERTO AND SEBASTIAN AND HALF A DOZEN MORE OF THEM WENT INTO FITS TO BE SURE THERE WAS NO OCCASION FOR THAT I SAID MYSELF THERE WAS NO NEED OF THAT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk014\2007-132570-0021.wav
83-9960-0009,THE PRISONER UTTERED NOT A SYLLABLE AFTER A PAUSE THENARDIER CONTINUED IT'S VERY SIMPLE AS YOU SEE THERE'LL BE NO HARM DONE UNLESS YOU WISH THAT THERE SHOULD BE HARM DONE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk009\83-9960-0009.wav
6019-3185-0060,REVEREND FATHER DO NOT YOU WITH THE PURPOSE OF REMOVING ME FROM TEMPTATION BE YOURSELF THE INSTRUMENT FOR TEMPTING ME INTO A REBELLION AGAINST THE CHURCH DO NOT YOU WEAVE SNARES ABOUT MY STEPS SNARES THERE ARE ALREADY AND BUT TOO MANY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk016\6019-3185-0060.wav
4397-15666-0000,THE GREATER PORTION OF THE CALENDAR SPRINGTIME OF UTAH HAS BEEN WINTER IN ALL THE UPPER CANYONS OF THE MOUNTAINS THE SNOW IS NOW FROM FIVE TO TEN FEET DEEP OR MORE AND MOST OF IT HAS FALLEN SINCE MARCH,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0000.wav
5652-19215-0037,THAT JOYOUS LUXURY WHICH EVERY ONE POSSESSED MUSIC FORMING PART OF THE WEDDING A SYMPHONY ABOVE STAIRS A BEATING OF DRUMS BELOW STAIRS THE DANCES THE JOYOUS FACES ROUND THE TABLE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk013\5652-19215-0037.wav
125-121342-0041,I'LL SUE THE STEAMBOAT COMPANY BEATRICE SAID AND MY UNCLE HAS A QUARTER INTEREST DID BEATRICE GO TO HEAVEN PROBABLY NOT HE REPRESENTED BEATRICE'S IMMORTALITY ALSO LOVE AFFAIRS OF NUMEROUS DEAD MEN WHO SURELY HAD NEVER THOUGHT OF HIM,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk017\125-121342-0041.wav
4397-15666-0023,BUT NOTHING COMPARABLE WITH THIS I FELT AS IF NEW ARRIVED IN SOME OTHER FAR OFF WORLD THE MOUNTAINS THE PLAINS THE SKY ALL SEEMED NEW OTHER EXPERIENCES SEEMED BUT TO HAVE PREPARED ME FOR THIS AS SOULS ARE PREPARED FOR HEAVEN,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0023.wav
5789-70653-0022,HE SEEMED TO PREFER TO BE ALONE I CAN GIVE NO EXPLANATION AT ALL OF THE CHANGE I TRIED TO WORK AGAINST IT I DID ALL I COULD WITH JUSTICE TO MY OWN DIGNITY AS I THOUGHT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk012\5789-70653-0022.wav
6019-3185-0041,HAD COMMUNICATED TO HIS MANNERS A MORE THAN MILITARY FRANKNESS BUT THE PROFOUND MELANCHOLY WHICH POSSESSED HIM FROM WHATEVER CAUSE IT AROSE NECESSARILY CHILLED THE NATIVE FREEDOM OF HIS DEMEANOR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk016\6019-3185-0041.wav
5104-33407-0009,LINED WITH SEAL FUR HIS LONG SWORD STUCK OUT FROM UNDER HIS CLOAK ON HIS HEAD HE PUT A KNITTED CAP OF BRIGHT COLORS THEN HE WALKED TO THE KING'S FEAST HALL AND WENT THROUGH THE DOOR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk019\5104-33407-0009.wav
4397-15666-0026,AND THE FARMERS GRAIN ARE FRESH AS IF LIKE THE SNOW THEY HAD COME OUT OF HEAVEN,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0026.wav
481-123719-0010,THAT WAS MY RUIN FOR WHEN I WAS IN THE MUD I COMFORTED MYSELF WITH THE THOUGHT THAT AT OTHER TIMES I WAS A HERO AND THE HERO WAS A CLOAK FOR THE MUD,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0010.wav
3242-8112-0012,AND THE NUMBER OF PLANETARY CONFEDERACIES SUBPLANETARY GOVERNMENTS INDUSTRIAL FINANCIAL AND COMMERCIAL COMBINES ASSORTED POWER GROUPS ET CETERA AND SO ON IS SOMETHING I'D HATE TO HAVE TO CALCULATE WHAT ARE YOU DRIVING AT SHE ASKED,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk020\3242-8112-0012.wav
4397-15666-0007,AND THEIR MARVELOUS PROFUSION OF ORNATE SCULPTURE WERE MOST IMPRESSIVELY MANIFEST ONE WOULD FANCY THAT A MAN MIGHT BE CLEARLY SEEN WALKING ON THE SNOW AT A DISTANCE OF TWENTY OR THIRTY MILES WHILE WE WERE REVELING IN THIS RARE UNGARISH GRANDEUR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0007.wav
481-123719-0029,HIS AT HOME DAY SO I HAD ALWAYS TO TIME MY PASSIONATE DESIRE TO EMBRACE HUMANITY SO THAT IT MIGHT FALL ON A TUESDAY THIS ANTON ANTONITCH LIVED ON THE FOURTH STOREY IN A HOUSE IN FIVE CORNERS IN FOUR LOW PITCHED ROOMS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0029.wav
4397-15666-0002,WIND RAIN AND SNOW FILLED THE WHOLE BASIN DRIVING WILDLY OVER VALLEY AND PLAIN FROM RANGE TO RANGE BESTOWING THEIR BENEFACTIONS IN MOST CORDIAL AND HARMONIOUS STORM MEASURES,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0002.wav
298-126791-0048,HIS LOOK WAS CHANGED TO THE FACE OF FRANCES WHO STARTLED BY THE EARNESTNESS OF HIS EXPRESSION AROSE AND HASTILY INQUIRED IF HE WOULD HAVE ANY ASSISTANCE IF YOU CAN PARDON THE RUDENESS SAID THE WOUNDED OFFICER MAKING A FEEBLE EFFORT TO RAISE HIS BODY I WOULD REQUEST TO HAVE CAPTAIN LAWTON'S COMPANY FOR A MOMENT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk008\298-126791-0048.wav
4267-287369-0030,LEAPED FOR THE SAME SPOT IN THE MOUNTAIN THERE'S A MASS OF IRON ORE THERE YELLED MISTER PARKER THE LIGHTNING IS ATTRACTED TO IT HIS VOICE WAS SWALLOWED UP IN THE TERRIFIC CRASH THAT FOLLOWED,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk010\4267-287369-0030.wav
5652-19215-0024,THE MEN OF THE REVOLUTION ARE SO GREAT THAT THEY HAVE THE PRESTIGE OF THE AGES LIKE CATO,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk013\5652-19215-0024.wav
4898-20016-0017,THE MORE HE WAS FILLED FOR ALL THEIR APPEARANCE OF YOUTH AND THEIR SIMPLE MANNERS WITH A STRANGE SORT OF VENERATION THE SWEET AND CHEERFUL FACES OF THE YOUNG WOMEN SEEMED TO GROW AWFULLY CALM,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0017.wav
1246-124550-0039,AND THEY MOST AFFLICT THE DISCIPLES WHO THE MOST GENEROUSLY SERVE THEM,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk003\1246-124550-0039.wav
6454-93938-0000,WHAT SEEMED AT THE MOMENT AN INCOMPREHENSIBLE PUZZLE HAD AS WE AFTERWARDS LEARNED A VERY SIMPLE EXPLANATION ONE OF THE G S DIRECTORS MISTER BALDWIN WHO HAD COME IN ON MISTER CAMP'S CAR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0000.wav
5652-19215-0002,SHE IS WITHOUT EXCEPTION THE MOST CHARMING GIRL THAT I HAVE EVER SEEN IN MY LIFE LATER ON SHE'LL HAVE VIRTUES WITH AN ODOR OF VIOLETS HOW GRACEFUL ONE CANNOT LIVE OTHERWISE THAN NOBLY WITH SUCH A CREATURE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk013\5652-19215-0002.wav
83-9960-0013,WHAT WAS HE TO DO DISCHARGE THE PISTOL PLACE ALL THOSE SCOUNDRELS IN THE HANDS OF JUSTICE BUT THE HORRIBLE MAN WITH THE MEAT AXE WOULD NONE THE LESS BE OUT OF REACH WITH THE YOUNG GIRL,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk009\83-9960-0013.wav
5778-54535-0003,HE IS A DISTINGUISHED ARMY OFFICER AND A FINE ENGINEER HE IS NAMED FOR A GREAT OFFICER ANSWERED NICOLAS REMEMBERING OUR GENERAL WASHINGTON AND HE DISPATCHED A LETTER TO THE LOWELL ENGINEER,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0003.wav
4088-158077-0015,WAS MOST PERPLEXING HERE WERE WE CITIZENS WITHOUT POWER AND RECOGNITION WITH THE ONLY WEAPONS TO WHICH A POWERLESS CLASS WHICH DOES NOT TAKE UP ARMS CAN RESORT WE COULD NOT AND WOULD NOT FIGHT WITH MEN'S WEAPONS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk015\4088-158077-0015.wav
5778-54535-0012,IT WAS A LONG HARD VOYAGE THERE AND POOR LITTLE CHARLIE DIED ON THE WAY THE TWO OTHER BOYS WERE BETTER SAILORS AND WERE AS WELL AS COULD BE WHEN THEY MET THEIR FATHER THEY DID ENJOY THE STRANGE SIGHTS IN SAINT PETERSBURG,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0012.wav
6454-93938-0004,AND ANSWERED THAT I ASKED AN ADJOURNMENT OF THE CASE SO THAT I MIGHT BE HEARD BY COUNSEL IT WAS DENIED AS WAS TO HAVE BEEN EXPECTED INDEED WHY THEY TOOK THE TROUBLE TO GO THROUGH THE FORMS WAS BEYOND ME,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0004.wav
5652-19215-0032,I PREDICT THAT ALL WAS LOST,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk013\5652-19215-0032.wav
3214-167602-0023,YOU KNOW IT HAS COST MONEY HOW CAN YOU CHUCK IT IN LIKE THAT OR SHOVE IT UNDER THE CORD WHERE IT'LL GET RUBBED I DON'T LIKE THAT WAY OF DOING THINGS LET IT ALL BE DONE PROPERLY ACCORDING TO RULE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk005\3214-167602-0023.wav
3214-167602-0024,LOOK HERE PUT IT UNDER THE BAST MATTING AND COVER IT WITH HAY THAT'S THE WAY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk005\3214-167602-0024.wav
5652-19215-0028,WHICH HAD THE KINDNESS TO INDICATE THE HOUR BUT WHICH HAD NOT THE AIR OF BEING MADE FOR THAT AND WHICH,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk013\5652-19215-0028.wav
6147-34606-0011,AND MIRABEAU WAS ELECTED AN HONORARY MEMBER,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk018\6147-34606-0011.wav
83-9960-0046,OPENED THE DRAWER AND TOOK OUT THE KNIFE MARIUS FRETTED WITH THE HANDLE OF HIS PISTOL UNPRECEDENTED PERPLEXITY FOR THE LAST HOUR HE HAD HAD TWO VOICES IN HIS CONSCIENCE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk009\83-9960-0046.wav
5104-33407-0003,AND EVERYWHERE MEN RECEIVED HIM GLADLY FOR HE WAS HANDSOME AND WISE BUT AT LAST HE CAME NEAR NORWAY THEN HE STOOD UP BEFORE THE PILOT'S SEAT AND SANG LOUDLY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk019\5104-33407-0003.wav
5778-54535-0016,THAT OLD TIRESOME RHEUMATISM KEPT BOTHERING HIM AND BY AND BY HE HAD A LONG RHEUMATIC FEVER,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0016.wav
4088-158077-0055,WITHIN ONE MONTH MICHIGAN NEBRASKA AND RHODE ISLAND GRANTED PRESIDENTIAL SUFFRAGE TO WOMEN THE LEADERS WERE BUSY MARSHALING THEIR FORCES BEHIND THE PRESIDENT'S WAR PROGRAM WHICH INCLUDED THE CONTROVERSIAL CONSCRIPTION AND ESPIONAGE BILLS THEN PENDING,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk015\4088-158077-0055.wav
2007-132570-0015,NOW I DARE SAY YOU ARE THINKING OF MONSIEUR VALANCOURT AND THAT HE MAY HAVE COME AMONG THE ARMIES WHICH THEY SAY ARE COME FROM OUR COUNTRY TO FIGHT AGAINST THIS STATE AND THAT HE HAS MET WITH SOME OF OUR PEOPLE AND IS TAKEN CAPTIVE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk014\2007-132570-0015.wav
3242-8112-0014,OF COURSE PRACTICALLY EVERYBODY IS GOING TO GET VERY UNHAPPY EH THAT SAID COMMISSIONER TATE IS ONLY A LITTLE OF IT YES THE THING ISN'T JUST LOST SOMEBODY'S GOT IT VERY LIKELY TRIGGER NODDED,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk020\3242-8112-0014.wav
4898-20016-0039,IN A TREMULOUS BUT VERY KIND VOICE GIVE YOUR MASTER THE CHRISTMAS BLESSING OF AN OLD PURITAN MINISTER HOW THE MEANING OF THIS MESSAGE WOULD HAVE BEEN KNOWN TO MISTER DUDLEY HAD NOT THE EVENTS WE HAVE TOLD DISCLOSED IT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0039.wav
5104-33407-0015,MANY COME TO NORWAY TO TRADE BUT THEY SELDOM COME TO THE KING'S HALL I SHALL BE GLAD TO HEAR ABOUT YOUR LAND COME UP AND SPEAK WITH ME SO LEIF WENT UP THE STEPS OF THE HIGH SEAT AND SAT DOWN BY THE KING AND TALKED WITH HIM,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk019\5104-33407-0015.wav
3214-167602-0007,SOME OF THE PEASANTS SAID THAT THESE NEW ARRIVALS WERE RUSSIANS AND MIGHT TAKE IT AMISS THAT THE MISTRESS WAS BEING DETAINED DRON WAS OF THIS OPINION BUT AS SOON AS HE EXPRESSED IT KARP AND OTHERS ATTACKED THEIR EX ELDER HOW MANY YEARS HAVE YOU BEEN FATTENING ON THE COMMUNE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk005\3214-167602-0007.wav
3242-8112-0026,AND LEAGUE HEADQUARTERS FIDGETED AROUND HOPING TO GET THE KIND OF REPORT FROM MANTELISH AND FAYLE THAT MANTELISH THOUGHT THEY'D ALREADY RECEIVED THEY WERE WONDERING WHERE FAYLE WAS TOO BUT THEY KNEW FAYLE WAS SECURITY SO THEY DIDN'T LIKE TO GET TOO NOSY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk020\3242-8112-0026.wav
5789-70653-0030,HE STARTED AS HE STOOD ASIDE FROM THE DOOR WITH A SLIGHT BOW TO HEAR MISSUS MANDERSON ADDRESS HIM BY NAME IN A LOW VOICE HE FOLLOWED HER A PACE OR TWO INTO THE HALL I WANTED TO ASK YOU,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk012\5789-70653-0030.wav
298-126791-0001,AND DOCTOR SITGREAVES REMOVED ALL FURTHER APPREHENSIONS BY CONFIDENTLY PRONOUNCING THAT HE WOULD BE A WELL MAN WITHIN A FORTNIGHT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk008\298-126791-0001.wav
